identity,Ensembl_Gene_ID,Symbol,biotype,source_databases,nominated,mapped,protein_coding,family_eligible,hpa_restriction,default_panel
ENSG00000265101,ENSG00000265101,ENSG00000265101,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000265163,ENSG00000265163,CDRT8,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000265352,ENSG00000265352,LINC01899,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000265484,ENSG00000265484,ENSG00000265484,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000265514,ENSG00000265514,LINC01892,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000265547,ENSG00000265547,ENSG00000265547,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000265644,ENSG00000265644,ENSG00000265644,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000265692,ENSG00000265692,LINC01970,lncRNA,Loriot2025_S2,True,True,False,False,False,False
ENSG00000265786,ENSG00000265786,LINC01906,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000265788,ENSG00000265788,NOS2P1,transcribed_unprocessed_pseudogene,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000265843,ENSG00000265843,LINC01029,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000265933,ENSG00000265933,LINC00668,lncRNA,Loriot2025_S2,True,True,False,False,False,False
ENSG00000265935,ENSG00000265935,ENSG00000265935,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000266013,ENSG00000266013,LINC02079,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000266014,ENSG00000266014,ENSG00000266014,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000266273,ENSG00000266273,ENSG00000266273,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000266290,ENSG00000266290,DYNLL2-DT,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000266357,ENSG00000266357,LINC02074,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000266774,ENSG00000266774,ENSG00000266774,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000266826,ENSG00000266826,IGBP1C,protein_coding,Gong2021_reproductive_PC,True,True,True,True,True,False
ENSG00000266830,ENSG00000266830,CTD-2008P7.8,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000266950,ENSG00000266950,ENSG00000266950,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000266977,ENSG00000266977,ENSG00000266977,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000266979,ENSG00000266979,LINC01180,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000266985,ENSG00000266985,ENSG00000266985,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267051,ENSG00000267051,ENSG00000267051,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267057,ENSG00000267057,LINC01905,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267204,ENSG00000267204,LINC01782,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267215,ENSG00000267215,ENSG00000267215,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267252,ENSG00000267252,LINC01255,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267284,ENSG00000267284,RP11-397A16.1,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267308,ENSG00000267308,UCA1-AS1,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267337,ENSG00000267337,LINC01478,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267338,ENSG00000267338,KB-7G2.9,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267339,ENSG00000267339,LINC00906,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267401,ENSG00000267401,ENSG00000267401,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267407,ENSG00000267407,LINC02841,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267465,ENSG00000267465,LINC03103,lncRNA,Gong2021_reproductive_ncRNA;daSilva2017_testis_biased,True,True,False,False,False,False
ENSG00000267489,ENSG00000267489,LINC01837,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267559,ENSG00000267559,ENSG00000267559,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267564,ENSG00000267564,ENSG00000267564,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267567,ENSG00000267567,ENSG00000267567,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267574,ENSG00000267574,ENSG00000267574,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267617,ENSG00000267617,ENSG00000267617,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267626,ENSG00000267626,HAUS5-DT,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267631,ENSG00000267631,CGB1,protein_coding,Bialas2020_CGB_cancer;Kubiczak2013_CGB_ovarian;Rull2005_CGB_placenta;Rull2008_CGB_RNA;daSilva2017_CT;daSilva2017_testis_biased;placental_antigen,True,True,True,True,False,False
ENSG00000267695,ENSG00000267695,ENSG00000267695,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267712,ENSG00000267712,LINC01539,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267760,ENSG00000267760,ENSG00000267760,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267777,ENSG00000267777,LINC01791,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267779,ENSG00000267779,LINC01533,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267789,ENSG00000267789,ENSG00000267789,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267855,ENSG00000267855,NDUFA7,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000267857,ENSG00000267857,ENSG00000267857,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267872,ENSG00000267872,ENSG00000267872,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267943,ENSG00000267943,CTD-2620I22.3,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000267978,ENSG00000267978,MAGEA9B,protein_coding,CTexploreR_CT;CTpedia;Gong2021_reproductive_PC;Jamin2021_CT;Loriot2025_S1;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000268009,ENSG00000268009,SSX4,protein_coding,CTpedia;Jamin2021_CT;Jamin2021_core;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000268078,ENSG00000268078,ENSG00000268078,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000268223,ENSG00000268223,ARL14EPL,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000268296,ENSG00000268296,ENSG00000268296,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000268318,ENSG00000268318,LINC01872,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000268326,ENSG00000268326,ENSG00000268326,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000268447,ENSG00000268447,SSX2B,protein_coding,CTexploreR_CT;CTpedia;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;daSilva2017;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000268480,ENSG00000268480,NFILZ,protein_coding,Gong2021_reproductive_ncRNA,True,True,True,True,True,False
ENSG00000268606,ENSG00000268606,MAGEA2,protein_coding,CTexploreR_CT;CTpedia;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000268629,ENSG00000268629,TEX13A,protein_coding,CTpedia;Gong2021_reproductive_PC;daSilva2017;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000268651,ENSG00000268651,CTAG1A,protein_coding,CTexploreR_CT;CTpedia;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;daSilva2017;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000268696,ENSG00000268696,ZNF723,protein_coding,CTexploreR_CT;Loriot2025_S1,True,True,True,True,True,True
ENSG00000268738,ENSG00000268738,HSFX2,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000268902,ENSG00000268902,CSAG2,protein_coding,Jamin2021_CT,True,True,True,True,True,False
ENSG00000268916,ENSG00000268916,CSAG3,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000268940,ENSG00000268940,CT45A1,protein_coding,CTexploreR_CT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,False,False
ENSG00000268964,ENSG00000268964,ERVV-2,protein_coding,Gong2021_placenta_PC;Gong2021_reproductive_PC;placental_antigen,True,True,True,True,True,True
ENSG00000268988,ENSG00000268988,SPANXN2,protein_coding,CTpedia;Gong2021_reproductive_PC;daSilva2017;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000268994,ENSG00000268994,FAM236B,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000269037,ENSG00000269037,LINC01838,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000269058,ENSG00000269058,CALR3,protein_coding,CTpedia;Gong2021_reproductive_PC;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000269096,ENSG00000269096,CT45A3,protein_coding,CTexploreR_CT;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;Loriot2025_S1;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,False,False
ENSG00000269364,ENSG00000269364,LINC01233,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000269405,ENSG00000269405,NXF2,protein_coding,Jamin2021_CT;Jamin2021_core;Loriot2025_S1,True,True,True,True,False,False
ENSG00000269437,ENSG00000269437,NXF2B,protein_coding,Jamin2021_CT;Jamin2021_core,True,True,True,True,False,False
ENSG00000269502,ENSG00000269502,DMRTC1,protein_coding,Jamin2021_CT,True,True,True,True,False,False
ENSG00000269504,ENSG00000269504,ENSG00000269504,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000269526,ENSG00000269526,ERVV-1,protein_coding,Gong2021_placenta_PC;Gong2021_reproductive_PC;placental_antigen,True,True,True,True,False,False
ENSG00000269586,ENSG00000269586,CT45A10,protein_coding,CTexploreR_CT;Loriot2025_S1;daSilva2017;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000269791,ENSG00000269791,SSX4B,protein_coding,Jamin2021_CT;Jamin2021_core;daSilva2017_testis_biased;paralog:SSX4,True,True,True,True,True,True
ENSG00000269821,ENSG00000269821,KCNQ1OT1,lncRNA,Bruggeman2018_GC,True,True,False,False,False,False
ENSG00000269826,ENSG00000269826,ENSG00000269826,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000269842,ENSG00000269842,CTC-339O9.1,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000269931,ENSG00000269931,ENSG00000269931,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000269957,ENSG00000269957,ENSG00000269957,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000270066,ENSG00000270066,SCARNA2,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000270379,ENSG00000270379,HEATR9,protein_coding,Gong2021_reproductive_PC;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000270601,ENSG00000270601,PRAMEF5,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000270806,ENSG00000270806,C17orf50,protein_coding,CTexploreR_CTP;Gong2021_reproductive_PC;Loriot2025_S2;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000270829,ENSG00000270829,ENSG00000270829,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000270946,ENSG00000270946,CT45A9,protein_coding,Loriot2025_S1;daSilva2017_testis_biased;paralog:CT45A1,True,True,True,True,True,False
ENSG00000270977,ENSG00000270977,AC015849.16,transcribed_processed_pseudogene,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000271171,ENSG00000271171,LINC00904,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000271321,ENSG00000271321,CTAGE6,protein_coding,CTpedia;Gong2021_reproductive_PC;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000271395,ENSG00000271395,LINC02336,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000271449,ENSG00000271449,CT45A2,protein_coding,CTpedia;Jamin2021_CT;Jamin2021_core;daSilva2017;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000271889,ENSG00000271889,C2orf74-AS1,lncRNA,Gong2021_reproductive_ncRNA;Loriot2025_S2,True,True,False,False,False,False
ENSG00000272328,ENSG00000272328,RP4-594A5.1,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000272329,ENSG00000272329,ENSG00000272329,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000272342,ENSG00000272342,LINC01115,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000272379,ENSG00000272379,RP1-257A7.5,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000272575,ENSG00000272575,LINC02098,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000272804,ENSG00000272804,KRTAP10-7,protein_coding,daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000272968,ENSG00000272968,RBAK-RBAKDN,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000273098,ENSG00000273098,ENSG00000273098,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000273111,ENSG00000273111,LYPD4,protein_coding,Gong2021_reproductive_PC;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000273313,ENSG00000273313,RBAKDN,protein_coding,Gong2021_reproductive_ncRNA,True,True,True,True,False,False
ENSG00000273550,ENSG00000273550,ENSG00000273550,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000273552,ENSG00000273552,ENSG00000273552,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000273590,ENSG00000273590,ENSG00000273590,artifact,daSilva2017_testis_biased,True,True,False,False,False,False
ENSG00000273696,ENSG00000273696,CT45A7,protein_coding,CTexploreR_CT;CTpedia;Loriot2025_S1;daSilva2017;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000273838,ENSG00000273838,ENSG00000273838,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000273976,ENSG00000273976,GOLGA6L1,protein_coding,Gong2021_reproductive_PC;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000274044,ENSG00000274044,FAM230J,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000274102,ENSG00000274102,OR4M2,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000274183,ENSG00000274183,H2AB1,protein_coding,daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000274209,ENSG00000274209,ANTXRL,protein_coding,Gong2021_reproductive_PC,True,True,True,True,True,False
ENSG00000274274,ENSG00000274274,GAGE13,protein_coding,CTexploreR_CT;CTpedia;Loriot2025_S1;Seager2024_CTA;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000274379,ENSG00000274379,ENSG00000274379,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000274391,ENSG00000274391,TPTE,protein_coding,Bruggeman2018_GC;CTpedia;Gong2021_reproductive_PC;Jamin2021_CT;Jamin2021_core;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000274419,ENSG00000274419,TBC1D3D,protein_coding,daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000274469,ENSG00000274469,LINC01746,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000274600,ENSG00000274600,RIMBP3B,protein_coding,Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000274618,ENSG00000274618,H4C6,protein_coding,daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,False,False,False
ENSG00000274658,ENSG00000274658,TBC1D3JP,unprocessed_pseudogene,daSilva2017_testis_biased,True,True,False,False,False,False
ENSG00000274764,ENSG00000274764,PRAMEF27,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000274840,ENSG00000274840,BALR6,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000274933,ENSG00000274933,TBC1D3I,protein_coding,Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000275004,ENSG00000275004,ZNF280B,protein_coding,Bruggeman2018_GC;Jamin2021_CT,True,True,True,True,False,False
ENSG00000275111,ENSG00000275111,ZNF2,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000275113,ENSG00000275113,GAGE2E,protein_coding,CTexploreR_CTP;Jamin2021_CT;Jamin2021_core;Loriot2025_S2;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,False,False
ENSG00000275239,ENSG00000275239,FAM242F,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000275489,ENSG00000275489,SPMAP1,protein_coding,Gong2021_reproductive_PC;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000275520,ENSG00000275520,FAM236A,protein_coding,Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000275722,ENSG00000275722,LYZL6,protein_coding,Gong2021_reproductive_PC;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000275774,ENSG00000275774,HNRNPCL2,protein_coding,daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,False
ENSG00000275793,ENSG00000275793,RIMBP3,protein_coding,Bruggeman2018_GC;CTpedia;Carter2023_CT;Gong2021_reproductive_PC;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000275846,ENSG00000275846,ENSG00000275846,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000275852,ENSG00000275852,LINC01742,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000275954,ENSG00000275954,TBC1D3F,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000275969,ENSG00000275969,SPATA31A3,protein_coding,CTpedia;Gong2021_reproductive_PC;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000276040,ENSG00000276040,SPATA31A7,protein_coding,CTpedia;daSilva2017;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000276095,ENSG00000276095,FAM230F,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000276210,ENSG00000276210,LINC00226,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000276234,ENSG00000276234,TADA2A,protein_coding,Jamin2021_CT;Jamin2021_core,True,True,True,True,False,False
ENSG00000276240,ENSG00000276240,OR4E1,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000276399,ENSG00000276399,FLJ36000,lncRNA,Gong2021_reproductive_ncRNA;Loriot2025_S1,True,True,False,False,False,False
ENSG00000276407,ENSG00000276407,ENSG00000276407,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000276410,ENSG00000276410,H2BC3,protein_coding,daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,False,False,False
ENSG00000276430,ENSG00000276430,FAM25C,protein_coding,daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,False,False
ENSG00000276487,ENSG00000276487,ENSG00000276487,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000276500,ENSG00000276500,BMS1P14,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000276508,ENSG00000276508,ENSG00000276508,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000276581,ENSG00000276581,SPATA31A5,protein_coding,CTpedia;daSilva2017;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,True,True
ENSG00000276687,ENSG00000276687,ENSG00000276687,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000276747,ENSG00000276747,PADI6,protein_coding,Gong2021_reproductive_PC,True,True,True,True,True,False
ENSG00000276807,ENSG00000276807,ENSG00000276807,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000276950,ENSG00000276950,GSTT4,protein_coding,Gong2021_reproductive_PC,True,True,True,True,True,False
ENSG00000277047,ENSG00000277047,ENSG00000277047,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000277322,ENSG00000277322,GOLGA6L6,protein_coding,Gong2021_reproductive_PC;daSilva2017_CT;daSilva2017_protein;daSilva2017_testis_biased;daSilva2017_tumor_proteomics,True,True,True,True,True,True
ENSG00000277462,ENSG00000277462,ZNF670,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000277527,ENSG00000277527,LINC01796,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000277535,ENSG00000277535,CT47C1,protein_coding,Gong2021_reproductive_PC,True,True,True,True,True,False
ENSG00000277718,ENSG00000277718,LINC02255,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000277745,ENSG00000277745,H2AB3,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000277837,ENSG00000277837,ENSG00000277837,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000277865,ENSG00000277865,GOLGA6L22,protein_coding,Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000277870,ENSG00000277870,FAM230A,lncRNA,Gong2021_reproductive_PC,True,True,False,False,False,False
ENSG00000278057,ENSG00000278057,TEX28,protein_coding,Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000278085,ENSG00000278085,CT45A8,protein_coding,Loriot2025_S1;daSilva2017_testis_biased;paralog:CT45A1,True,True,True,True,True,True
ENSG00000278239,ENSG00000278239,ENSG00000278239,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000278289,ENSG00000278289,CT45A6,protein_coding,Jamin2021_CT;Jamin2021_core;Loriot2025_S1;daSilva2017_CT;daSilva2017_testis_biased,True,True,True,True,False,False
ENSG00000278318,ENSG00000278318,ZNF229,protein_coding,Bruggeman2018_GC,True,True,True,True,False,False
ENSG00000278499,ENSG00000278499,NPAP1L,unprocessed_pseudogene,Gong2021_reproductive_PC,True,True,False,False,False,False
ENSG00000278522,ENSG00000278522,POTEB3,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000278657,ENSG00000278657,ENSG00000278657,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000278685,ENSG00000278685,IQCA1L,protein_coding,Gong2021_reproductive_PC;daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000279070,ENSG00000279070,ENSG00000279070,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000279072,ENSG00000279072,ENSG00000279072,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000279151,ENSG00000279151,ENSG00000279151,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000279169,ENSG00000279169,PRAMEF13,protein_coding,daSilva2017_testis_biased,True,True,True,True,True,False
ENSG00000279408,ENSG00000279408,OR4N4C,protein_coding,Gong2021_reproductive_PC,True,True,True,True,True,False
ENSG00000279516,ENSG00000279516,FAM230C,lncRNA,Jamin2021_CT;Loriot2025_S1,True,True,False,False,False,False
ENSG00000280081,ENSG00000280081,LINC01667,transcribed_processed_pseudogene,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000280164,ENSG00000280164,CH507-254M2.3,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000280382,ENSG00000280382,RP11-804H8.7,lncRNA,Gong2021_placenta_ncRNA;Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000280725,ENSG00000280725,LINC00251,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000281219,ENSG00000281219,LINC00254,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000281365,ENSG00000281365,ENSG00000281365,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000281460,ENSG00000281460,ENSG00000281460,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000281477,ENSG00000281477,LINC01955,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000281548,ENSG00000281548,LINC00895,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000282160,ENSG00000282160,ENSG00000282160,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
ENSG00000282265,ENSG00000282265,ENSG00000282265,lncRNA,Gong2021_reproductive_ncRNA,True,True,False,False,False,False
