cancer_code,n_samples,Ensembl_Gene_ID,Symbol,n_gt25,pct_gt25,n_gt50,pct_gt50,n_p90,pct_p90,n_p95,pct_p95
BRCA_HER2,77,ENSG00000268009,SSX4/SSX4B,1,1.3,1,1.3,2,2.6,1,1.3
BRCA_HER2,77,ENSG00000269586,CT45A10,1,1.3,0,0.0,1,1.3,0,0.0
BRCA_HER2,77,ENSG00000010318,PHF7,0,0.0,0,0.0,1,1.3,0,0.0
BRCA_HER2,77,ENSG00000170965,PLAC1,0,0.0,0,0.0,1,1.3,0,0.0
BRCA_HER2,77,ENSG00000198573,SPANXC,0,0.0,0,0.0,1,1.3,0,0.0
BRCA_LumA,501,ENSG00000185686,PRAME,49,9.78,30,5.99,51,10.18,33,6.59
BRCA_LumA,501,ENSG00000204379,XAGE1A/B,19,3.79,13,2.59,20,3.99,14,2.79
BRCA_LumA,501,ENSG00000198681,MAGEA1,18,3.59,5,1.0,19,3.79,6,1.2
BRCA_LumA,501,ENSG00000006047,YBX2,13,2.59,2,0.4,19,3.79,3,0.6
BRCA_LumA,501,ENSG00000221867,MAGEA3,9,1.8,5,1.0,10,2.0,5,1.0
BRCA_LumA,501,ENSG00000227234,SPANXB1,8,1.6,4,0.8,8,1.6,5,1.0
BRCA_LumA,501,ENSG00000197172,MAGEA6,7,1.4,5,1.0,8,1.6,6,1.2
BRCA_LumA,501,ENSG00000198021,SPANXA1/2,6,1.2,5,1.0,6,1.2,5,1.0
BRCA_LumA,501,ENSG00000213401,MAGEA12,6,1.2,2,0.4,7,1.4,3,0.6
BRCA_LumA,501,ENSG00000205777,GAGE1,5,1.0,1,0.2,5,1.0,1,0.2
BRCA_LumA,501,ENSG00000234068,PAGE2,5,1.0,1,0.2,5,1.0,1,0.2
BRCA_LumA,501,ENSG00000123584,MAGEA9/MAGEA9B,4,0.8,3,0.6,4,0.8,3,0.6
BRCA_LumA,501,ENSG00000183305,MAGEA2/MAGEA2B,4,0.8,0,0.0,6,1.2,1,0.2
BRCA_LumA,501,ENSG00000189064,GAGE2A,4,0.8,3,0.6,4,0.8,3,0.6
BRCA_LumA,501,ENSG00000238269,PAGE2B,3,0.6,1,0.2,4,0.8,1,0.2
BRCA_LumA,501,ENSG00000274274,GAGE13,3,0.6,2,0.4,3,0.6,2,0.4
BRCA_LumA,501,ENSG00000046774,MAGEC2,2,0.4,1,0.2,2,0.4,1,0.2
BRCA_LumA,501,ENSG00000099399,MAGEB2,2,0.4,0,0.0,2,0.4,0,0.0
BRCA_LumA,501,ENSG00000104755,ADAM2,2,0.4,1,0.2,2,0.4,1,0.2
BRCA_LumA,501,ENSG00000121101,TEX14,2,0.4,1,0.2,3,0.6,1,0.2
BRCA_LumA,501,ENSG00000156009,MAGEA8,2,0.4,2,0.4,2,0.4,2,0.4
BRCA_LumA,501,ENSG00000007350,TKTL1,1,0.2,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000124490,CRISP2,1,0.2,0,0.0,0,0.0,0,0.0
BRCA_LumA,501,ENSG00000126752,SSX1,1,0.2,0,0.0,3,0.6,0,0.0
BRCA_LumA,501,ENSG00000147381,MAGEA4,1,0.2,1,0.2,1,0.2,1,0.2
BRCA_LumA,501,ENSG00000168594,ADAM29,1,0.2,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000169059,VCX3A,1,0.2,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000170516,COX7B2,1,0.2,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000182583,VCX,1,0.2,1,0.2,2,0.4,1,0.2
BRCA_LumA,501,ENSG00000183668,PSG9,1,0.2,1,0.2,1,0.2,1,0.2
BRCA_LumA,501,ENSG00000189052,CGB5/8,1,0.2,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000198765,SYCP1,1,0.2,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000213218,CSH2,1,0.2,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000269586,CT45A10,1,0.2,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000010318,PHF7,0,0.0,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000117148,ACTL8,0,0.0,0,0.0,2,0.4,0,0.0
BRCA_LumA,501,ENSG00000142025,DMRTC2,0,0.0,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000158639,PAGE5,0,0.0,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000170965,PLAC1,0,0.0,0,0.0,3,0.6,0,0.0
BRCA_LumA,501,ENSG00000183206,POTEC,0,0.0,0,0.0,1,0.2,0,0.0
BRCA_LumA,501,ENSG00000198759,EGFL6,0,0.0,0,0.0,2,0.4,0,0.0
BRCA_LumB,199,ENSG00000185686,PRAME,48,24.12,34,17.09,54,27.14,33,16.58
BRCA_LumB,199,ENSG00000006047,YBX2,19,9.55,2,1.01,23,11.56,2,1.01
BRCA_LumB,199,ENSG00000204379,XAGE1A/B,19,9.55,14,7.04,20,10.05,14,7.04
BRCA_LumB,199,ENSG00000221867,MAGEA3,13,6.53,10,5.03,13,6.53,10,5.03
BRCA_LumB,199,ENSG00000197172,MAGEA6,11,5.53,9,4.52,11,5.53,8,4.02
BRCA_LumB,199,ENSG00000198021,SPANXA1/2,8,4.02,7,3.52,8,4.02,7,3.52
BRCA_LumB,199,ENSG00000198681,MAGEA1,8,4.02,4,2.01,10,5.03,4,2.01
BRCA_LumB,199,ENSG00000238269,PAGE2B,8,4.02,7,3.52,9,4.52,7,3.52
BRCA_LumB,199,ENSG00000227234,SPANXB1,7,3.52,5,2.51,7,3.52,5,2.51
BRCA_LumB,199,ENSG00000234068,PAGE2,7,3.52,4,2.01,7,3.52,4,2.01
BRCA_LumB,199,ENSG00000213401,MAGEA12,5,2.51,0,0.0,5,2.51,0,0.0
BRCA_LumB,199,ENSG00000170965,PLAC1,4,2.01,2,1.01,4,2.01,2,1.01
BRCA_LumB,199,ENSG00000269586,CT45A10,4,2.01,1,0.5,6,3.02,1,0.5
BRCA_LumB,199,ENSG00000126752,SSX1,3,1.51,1,0.5,3,1.51,1,0.5
BRCA_LumB,199,ENSG00000158639,PAGE5,3,1.51,2,1.01,3,1.51,2,1.01
BRCA_LumB,199,ENSG00000182459,TEX19,3,1.51,1,0.5,3,1.51,1,0.5
BRCA_LumB,199,ENSG00000183305,MAGEA2/MAGEA2B,3,1.51,0,0.0,3,1.51,0,0.0
BRCA_LumB,199,ENSG00000198573,SPANXC,3,1.51,3,1.51,3,1.51,3,1.51
BRCA_LumB,199,ENSG00000205777,GAGE1,3,1.51,1,0.5,5,2.51,1,0.5
BRCA_LumB,199,ENSG00000216649,GAGE12C/D/E,3,1.51,0,0.0,3,1.51,0,0.0
BRCA_LumB,199,ENSG00000241476,SSX2/SSX2B,3,1.51,1,0.5,3,1.51,1,0.5
BRCA_LumB,199,ENSG00000117148,ACTL8,2,1.01,0,0.0,3,1.51,1,0.5
BRCA_LumB,199,ENSG00000156009,MAGEA8,2,1.01,1,0.5,2,1.01,1,0.5
BRCA_LumB,199,ENSG00000176988,FMR1NB,2,1.01,2,1.01,2,1.01,2,1.01
BRCA_LumB,199,ENSG00000046774,MAGEC2,1,0.5,1,0.5,3,1.51,1,0.5
BRCA_LumB,199,ENSG00000054796,SPO11,1,0.5,0,0.0,1,0.5,0,0.0
BRCA_LumB,199,ENSG00000095627,TDRD1,1,0.5,0,0.0,1,0.5,0,0.0
BRCA_LumB,199,ENSG00000104755,ADAM2,1,0.5,0,0.0,1,0.5,0,0.0
BRCA_LumB,199,ENSG00000124490,CRISP2,1,0.5,0,0.0,1,0.5,0,0.0
BRCA_LumB,199,ENSG00000131126,TEX101,1,0.5,1,0.5,1,0.5,1,0.5
BRCA_LumB,199,ENSG00000147378,FATE1,1,0.5,1,0.5,1,0.5,0,0.0
BRCA_LumB,199,ENSG00000147381,MAGEA4,1,0.5,0,0.0,1,0.5,0,0.0
BRCA_LumB,199,ENSG00000159708,LRRC36,1,0.5,0,0.0,1,0.5,0,0.0
BRCA_LumB,199,ENSG00000165584,SSX3,1,0.5,1,0.5,1,0.5,1,0.5
BRCA_LumB,199,ENSG00000170516,COX7B2,1,0.5,0,0.0,1,0.5,0,0.0
BRCA_LumB,199,ENSG00000189064,GAGE2A,1,0.5,1,0.5,2,1.01,1,0.5
BRCA_LumB,199,ENSG00000196406,SPANXD,1,0.5,1,0.5,1,0.5,1,0.5
BRCA_LumB,199,ENSG00000204019,CT83,1,0.5,0,0.0,1,0.5,0,0.0
BRCA_LumB,199,ENSG00000243130,PSG11,1,0.5,1,0.5,1,0.5,1,0.5
BRCA_LumB,199,ENSG00000244588,RAD21L1,1,0.5,1,0.5,1,0.5,1,0.5
BRCA_LumB,199,ENSG00000010318,PHF7,0,0.0,0,0.0,1,0.5,0,0.0
BRCA_LumB,199,ENSG00000182583,VCX,0,0.0,0,0.0,1,0.5,0,0.0
BRCA_Normal,35,ENSG00000185686,PRAME,2,5.71,0,0.0,3,8.57,0,0.0
BRCA_Normal,35,ENSG00000197172,MAGEA6,2,5.71,0,0.0,2,5.71,0,0.0
BRCA_Normal,35,ENSG00000198759,EGFL6,2,5.71,1,2.86,3,8.57,1,2.86
BRCA_Normal,35,ENSG00000046774,MAGEC2,1,2.86,0,0.0,1,2.86,0,0.0
BRCA_Normal,35,ENSG00000121101,TEX14,1,2.86,1,2.86,1,2.86,1,2.86
BRCA_Normal,35,ENSG00000143452,HORMAD1,1,2.86,0,0.0,1,2.86,0,0.0
BRCA_Normal,35,ENSG00000147381,MAGEA4,1,2.86,0,0.0,1,2.86,0,0.0
BRCA_Normal,35,ENSG00000169059,VCX3A,1,2.86,1,2.86,1,2.86,1,2.86
BRCA_Normal,35,ENSG00000182583,VCX,1,2.86,0,0.0,1,2.86,0,0.0
BRCA_Normal,35,ENSG00000204379,XAGE1A/B,1,2.86,0,0.0,1,2.86,1,2.86
BRCA_Normal,35,ENSG00000205642,VCX3B,1,2.86,0,0.0,1,2.86,0,0.0
BRCA_Normal,35,ENSG00000221867,MAGEA3,1,2.86,1,2.86,2,5.71,1,2.86
BRCA_Normal,35,ENSG00000213401,MAGEA12,0,0.0,0,0.0,1,2.86,0,0.0
CESC,306,ENSG00000006047,YBX2,49,16.01,13,4.25,89,29.08,11,3.59
CESC,306,ENSG00000185686,PRAME,34,11.11,16,5.23,52,16.99,16,5.23
CESC,306,ENSG00000147381,MAGEA4,30,9.8,21,6.86,36,11.76,22,7.19
CESC,306,ENSG00000124092,CTCFL,27,8.82,6,1.96,39,12.75,7,2.29
CESC,306,ENSG00000204019,CT83,27,8.82,15,4.9,34,11.11,16,5.23
CESC,306,ENSG00000221867,MAGEA3,24,7.84,20,6.54,25,8.17,22,7.19
CESC,306,ENSG00000197172,MAGEA6,22,7.19,16,5.23,24,7.84,18,5.88
CESC,306,ENSG00000215113,CXorf49/CXorf49B,19,6.21,12,3.92,30,9.8,13,4.25
CESC,306,ENSG00000198681,MAGEA1,16,5.23,7,2.29,17,5.56,9,2.94
CESC,306,ENSG00000189064,GAGE2A,10,3.27,8,2.61,10,3.27,10,3.27
CESC,306,ENSG00000117148,ACTL8,9,2.94,7,2.29,13,4.25,7,2.29
CESC,306,ENSG00000198759,EGFL6,9,2.94,2,0.65,15,4.9,2,0.65
CESC,306,ENSG00000213401,MAGEA12,8,2.61,3,0.98,11,3.59,5,1.63
CESC,306,ENSG00000007350,TKTL1,7,2.29,4,1.31,9,2.94,4,1.31
CESC,306,ENSG00000183305,MAGEA2/MAGEA2B,7,2.29,1,0.33,8,2.61,3,0.98
CESC,306,ENSG00000205777,GAGE1,7,2.29,5,1.63,8,2.61,6,1.96
CESC,306,ENSG00000274274,GAGE13,7,2.29,4,1.31,7,2.29,4,1.31
CESC,306,ENSG00000123584,MAGEA9/MAGEA9B,5,1.63,1,0.33,5,1.63,1,0.33
CESC,306,ENSG00000161860,SYCE2,5,1.63,0,0.0,15,4.9,0,0.0
CESC,306,ENSG00000162039,MEIOB,4,1.31,0,0.0,5,1.63,0,0.0
CESC,306,ENSG00000184033,CTAG1A/B,4,1.31,2,0.65,5,1.63,3,0.98
CESC,306,ENSG00000204941,PSG5,4,1.31,3,0.98,6,1.96,3,0.98
CESC,306,ENSG00000216649,GAGE12C/D/E,4,1.31,3,0.98,5,1.63,3,0.98
CESC,306,ENSG00000224659,GAGE12J,4,1.31,3,0.98,4,1.31,3,0.98
CESC,306,ENSG00000124260,MAGEA10,3,0.98,2,0.65,9,2.94,2,0.65
CESC,306,ENSG00000132446,FTHL17,3,0.98,0,0.0,3,0.98,0,0.0
CESC,306,ENSG00000204379,XAGE1A/B,3,0.98,3,0.98,3,0.98,3,0.98
CESC,306,ENSG00000224902,GAGE12H,3,0.98,3,0.98,4,1.31,3,0.98
CESC,306,ENSG00000234068,PAGE2,3,0.98,2,0.65,4,1.31,2,0.65
CESC,306,ENSG00000238269,PAGE2B,3,0.98,3,0.98,3,0.98,3,0.98
CESC,306,ENSG00000269586,CT45A10,3,0.98,2,0.65,5,1.63,2,0.65
CESC,306,ENSG00000046774,MAGEC2,2,0.65,1,0.33,2,0.65,1,0.33
CESC,306,ENSG00000141096,DPEP3,2,0.65,1,0.33,2,0.65,1,0.33
CESC,306,ENSG00000143452,HORMAD1,2,0.65,0,0.0,8,2.61,0,0.0
CESC,306,ENSG00000155622,XAGE2,2,0.65,1,0.33,2,0.65,1,0.33
CESC,306,ENSG00000179046,TRIML2,2,0.65,0,0.0,3,0.98,0,0.0
CESC,306,ENSG00000227234,SPANXB1,2,0.65,1,0.33,3,0.98,1,0.33
CESC,306,ENSG00000268009,SSX4/SSX4B,2,0.65,1,0.33,2,0.65,1,0.33
CESC,306,ENSG00000068985,PAGE1,1,0.33,0,0.0,2,0.65,0,0.0
CESC,306,ENSG00000099399,MAGEB2,1,0.33,0,0.0,3,0.98,1,0.33
CESC,306,ENSG00000126467,TSKS,1,0.33,0,0.0,1,0.33,0,0.0
CESC,306,ENSG00000126752,SSX1,1,0.33,1,0.33,1,0.33,1,0.33
CESC,306,ENSG00000131126,TEX101,1,0.33,0,0.0,1,0.33,0,0.0
CESC,306,ENSG00000147378,FATE1,1,0.33,0,0.0,2,0.65,0,0.0
CESC,306,ENSG00000156009,MAGEA8,1,0.33,1,0.33,1,0.33,1,0.33
CESC,306,ENSG00000158639,PAGE5,1,0.33,0,0.0,2,0.65,0,0.0
CESC,306,ENSG00000170848,PSG6,1,0.33,1,0.33,1,0.33,1,0.33
CESC,306,ENSG00000170965,PLAC1,1,0.33,0,0.0,3,0.98,0,0.0
CESC,306,ENSG00000171402,XAGE3,1,0.33,1,0.33,1,0.33,1,0.33
CESC,306,ENSG00000177294,FBXO39,1,0.33,0,0.0,1,0.33,0,0.0
CESC,306,ENSG00000189052,CGB5/8,1,0.33,1,0.33,4,1.31,1,0.33
CESC,306,ENSG00000233056,ERVH48-1,1,0.33,0,0.0,2,0.65,0,0.0
CESC,306,ENSG00000241476,SSX2/SSX2B,1,0.33,1,0.33,1,0.33,1,0.33
CESC,306,ENSG00000258713,C20orf141,1,0.33,1,0.33,1,0.33,1,0.33
CESC,306,ENSG00000077935,SMC1B,0,0.0,0,0.0,1,0.33,0,0.0
CESC,306,ENSG00000125207,PIWIL1,0,0.0,0,0.0,1,0.33,0,0.0
CESC,306,ENSG00000137090,DMRT1,0,0.0,0,0.0,1,0.33,0,0.0
CESC,306,ENSG00000170516,COX7B2,0,0.0,0,0.0,1,0.33,0,0.0
CESC,306,ENSG00000182583,VCX,0,0.0,0,0.0,1,0.33,0,0.0
CESC,306,ENSG00000224440,CXorf51A/B,0,0.0,0,0.0,1,0.33,0,0.0
CHOL,36,ENSG00000185686,PRAME,5,13.89,2,5.56,10,27.78,3,8.33
CHOL,36,ENSG00000006047,YBX2,1,2.78,0,0.0,1,2.78,0,0.0
CHOL,36,ENSG00000124467,PSG8,1,2.78,1,2.78,1,2.78,1,2.78
CHOL,36,ENSG00000126752,SSX1,1,2.78,0,0.0,1,2.78,0,0.0
CHOL,36,ENSG00000142698,C1orf94,1,2.78,0,0.0,1,2.78,0,0.0
CHOL,36,ENSG00000155622,XAGE2,1,2.78,1,2.78,1,2.78,1,2.78
CHOL,36,ENSG00000158639,PAGE5,1,2.78,0,0.0,1,2.78,0,0.0
CHOL,36,ENSG00000183305,MAGEA2/MAGEA2B,1,2.78,0,0.0,1,2.78,0,0.0
CHOL,36,ENSG00000189052,CGB5/8,1,2.78,0,0.0,1,2.78,0,0.0
CHOL,36,ENSG00000197172,MAGEA6,1,2.78,0,0.0,1,2.78,0,0.0
CHOL,36,ENSG00000198573,SPANXC,1,2.78,1,2.78,1,2.78,1,2.78
CHOL,36,ENSG00000213401,MAGEA12,1,2.78,0,0.0,1,2.78,0,0.0
CHOL,36,ENSG00000221867,MAGEA3,1,2.78,0,0.0,1,2.78,1,2.78
CHOL,36,ENSG00000198021,SPANXA1/2,0,0.0,0,0.0,1,2.78,0,0.0
CRC,383,ENSG00000006047,YBX2,36,9.4,3,0.78,89,23.24,6,1.57
CRC,383,ENSG00000197172,MAGEA6,29,7.57,20,5.22,31,8.09,22,5.74
CRC,383,ENSG00000221867,MAGEA3,29,7.57,21,5.48,29,7.57,25,6.53
CRC,383,ENSG00000213401,MAGEA12,14,3.66,5,1.31,20,5.22,7,1.83
CRC,383,ENSG00000183305,MAGEA2/MAGEA2B,10,2.61,2,0.52,14,3.66,3,0.78
CRC,383,ENSG00000117148,ACTL8,8,2.09,5,1.31,8,2.09,6,1.57
CRC,383,ENSG00000123584,MAGEA9/MAGEA9B,7,1.83,3,0.78,7,1.83,4,1.04
CRC,383,ENSG00000188120,DAZ1,7,1.83,6,1.57,7,1.83,6,1.57
CRC,383,ENSG00000125207,PIWIL1,4,1.04,0,0.0,9,2.35,0,0.0
CRC,383,ENSG00000198681,MAGEA1,4,1.04,1,0.26,5,1.31,1,0.26
CRC,383,ENSG00000204379,XAGE1A/B,4,1.04,4,1.04,4,1.04,4,1.04
CRC,383,ENSG00000046774,MAGEC2,3,0.78,1,0.26,3,0.78,2,0.52
CRC,383,ENSG00000099399,MAGEB2,3,0.78,2,0.52,4,1.04,2,0.52
CRC,383,ENSG00000170516,COX7B2,3,0.78,0,0.0,3,0.78,0,0.0
CRC,383,ENSG00000204019,CT83,3,0.78,1,0.26,8,2.09,1,0.26
CRC,383,ENSG00000234068,PAGE2,3,0.78,1,0.26,3,0.78,1,0.26
CRC,383,ENSG00000007350,TKTL1,2,0.52,0,0.0,2,0.52,1,0.26
CRC,383,ENSG00000068985,PAGE1,2,0.52,1,0.26,3,0.78,1,0.26
CRC,383,ENSG00000124260,MAGEA10,2,0.52,0,0.0,2,0.52,0,0.0
CRC,383,ENSG00000159708,LRRC36,2,0.52,1,0.26,6,1.57,1,0.26
CRC,383,ENSG00000187191,DAZ3,2,0.52,2,0.52,2,0.52,2,0.52
CRC,383,ENSG00000269586,CT45A10,2,0.52,1,0.26,5,1.31,1,0.26
CRC,383,ENSG00000124092,CTCFL,1,0.26,0,0.0,1,0.26,0,0.0
CRC,383,ENSG00000129862,VCY/VCY1B,1,0.26,1,0.26,1,0.26,1,0.26
CRC,383,ENSG00000147381,MAGEA4,1,0.26,0,0.0,2,0.52,0,0.0
CRC,383,ENSG00000155622,XAGE2,1,0.26,1,0.26,1,0.26,1,0.26
CRC,383,ENSG00000184033,CTAG1A/B,1,0.26,1,0.26,1,0.26,1,0.26
CRC,383,ENSG00000185686,PRAME,1,0.26,1,0.26,3,0.78,1,0.26
CRC,383,ENSG00000205777,GAGE1,1,0.26,0,0.0,1,0.26,0,0.0
CRC,383,ENSG00000215113,CXorf49/CXorf49B,1,0.26,1,0.26,1,0.26,1,0.26
CRC,383,ENSG00000224659,GAGE12J,1,0.26,1,0.26,1,0.26,1,0.26
CRC,383,ENSG00000233803,TSPY4,1,0.26,0,0.0,1,0.26,0,0.0
CRC,383,ENSG00000182459,TEX19,0,0.0,0,0.0,1,0.26,0,0.0
CRC,383,ENSG00000238269,PAGE2B,0,0.0,0,0.0,1,0.26,0,0.0
CRC,383,ENSG00000268009,SSX4/SSX4B,0,0.0,0,0.0,1,0.26,0,0.0
CRC_MSI,52,ENSG00000006047,YBX2,8,15.38,0,0.0,1,1.92,0,0.0
CRC_MSI,52,ENSG00000125207,PIWIL1,4,7.69,0,0.0,1,1.92,0,0.0
CRC_MSI,52,ENSG00000197172,MAGEA6,3,5.77,1,1.92,2,3.85,0,0.0
CRC_MSI,52,ENSG00000198681,MAGEA1,2,3.85,1,1.92,1,1.92,1,1.92
CRC_MSI,52,ENSG00000221867,MAGEA3,2,3.85,1,1.92,1,1.92,0,0.0
CRC_MSI,52,ENSG00000099399,MAGEB2,1,1.92,1,1.92,1,1.92,1,1.92
CRC_MSI,52,ENSG00000123584,MAGEA9/MAGEA9B,1,1.92,1,1.92,1,1.92,0,0.0
CRC_MSI,52,ENSG00000124092,CTCFL,1,1.92,0,0.0,0,0.0,0,0.0
CRC_MSI,52,ENSG00000188120,DAZ1,1,1.92,1,1.92,1,1.92,0,0.0
CRC_MSI,52,ENSG00000204019,CT83,1,1.92,0,0.0,0,0.0,0,0.0
CRC_MSI,52,ENSG00000204379,XAGE1A/B,1,1.92,1,1.92,1,1.92,1,1.92
CRC_MSI,52,ENSG00000213401,MAGEA12,1,1.92,0,0.0,1,1.92,0,0.0
CRC_MSI,52,ENSG00000224659,GAGE12J,1,1.92,1,1.92,1,1.92,1,1.92
CRC_MSS,309,ENSG00000006047,YBX2,25,8.09,3,0.97,10,3.24,0,0.0
CRC_MSS,309,ENSG00000221867,MAGEA3,25,8.09,19,6.15,25,8.09,18,5.83
CRC_MSS,309,ENSG00000197172,MAGEA6,24,7.77,18,5.83,20,6.47,11,3.56
CRC_MSS,309,ENSG00000213401,MAGEA12,13,4.21,5,1.62,9,2.91,3,0.97
CRC_MSS,309,ENSG00000183305,MAGEA2/MAGEA2B,10,3.24,2,0.65,6,1.94,0,0.0
CRC_MSS,309,ENSG00000117148,ACTL8,6,1.94,3,0.97,4,1.29,2,0.65
CRC_MSS,309,ENSG00000123584,MAGEA9/MAGEA9B,6,1.94,2,0.65,4,1.29,0,0.0
CRC_MSS,309,ENSG00000188120,DAZ1,6,1.94,5,1.62,6,1.94,4,1.29
CRC_MSS,309,ENSG00000046774,MAGEC2,3,0.97,1,0.32,2,0.65,0,0.0
CRC_MSS,309,ENSG00000170516,COX7B2,3,0.97,0,0.0,0,0.0,0,0.0
CRC_MSS,309,ENSG00000234068,PAGE2,3,0.97,1,0.32,1,0.32,0,0.0
CRC_MSS,309,ENSG00000007350,TKTL1,2,0.65,0,0.0,2,0.65,0,0.0
CRC_MSS,309,ENSG00000068985,PAGE1,2,0.65,1,0.32,2,0.65,1,0.32
CRC_MSS,309,ENSG00000099399,MAGEB2,2,0.65,1,0.32,1,0.32,0,0.0
CRC_MSS,309,ENSG00000124260,MAGEA10,2,0.65,0,0.0,0,0.0,0,0.0
CRC_MSS,309,ENSG00000159708,LRRC36,2,0.65,1,0.32,1,0.32,0,0.0
CRC_MSS,309,ENSG00000187191,DAZ3,2,0.65,2,0.65,2,0.65,2,0.65
CRC_MSS,309,ENSG00000198681,MAGEA1,2,0.65,0,0.0,0,0.0,0,0.0
CRC_MSS,309,ENSG00000204019,CT83,2,0.65,1,0.32,1,0.32,1,0.32
CRC_MSS,309,ENSG00000204379,XAGE1A/B,2,0.65,2,0.65,2,0.65,1,0.32
CRC_MSS,309,ENSG00000269586,CT45A10,2,0.65,1,0.32,1,0.32,0,0.0
CRC_MSS,309,ENSG00000129862,VCY/VCY1B,1,0.32,1,0.32,1,0.32,1,0.32
CRC_MSS,309,ENSG00000147381,MAGEA4,1,0.32,0,0.0,1,0.32,0,0.0
CRC_MSS,309,ENSG00000184033,CTAG1A/B,1,0.32,1,0.32,1,0.32,1,0.32
CRC_MSS,309,ENSG00000185686,PRAME,1,0.32,1,0.32,1,0.32,0,0.0
CRC_MSS,309,ENSG00000205777,GAGE1,1,0.32,0,0.0,0,0.0,0,0.0
CRC_MSS,309,ENSG00000215113,CXorf49/CXorf49B,1,0.32,1,0.32,1,0.32,1,0.32
CRC_MSS,309,ENSG00000233803,TSPY4,1,0.32,0,0.0,1,0.32,0,0.0
DLBC,47,ENSG00000123584,MAGEA9/MAGEA9B,15,31.91,10,21.28,16,34.04,13,27.66
DLBC,47,ENSG00000185686,PRAME,7,14.89,4,8.51,13,27.66,5,10.64
DLBC,47,ENSG00000099399,MAGEB2,5,10.64,0,0.0,7,14.89,3,6.38
DLBC,47,ENSG00000269586,CT45A10,3,6.38,2,4.26,5,10.64,2,4.26
DLBC,47,ENSG00000147381,MAGEA4,2,4.26,1,2.13,2,4.26,1,2.13
DLBC,47,ENSG00000007350,TKTL1,1,2.13,1,2.13,1,2.13,1,2.13
DLBC,47,ENSG00000155495,MAGEC1,1,2.13,0,0.0,1,2.13,1,2.13
DLBC,47,ENSG00000184033,CTAG1A/B,1,2.13,1,2.13,1,2.13,1,2.13
DLBC,47,ENSG00000198681,MAGEA1,1,2.13,0,0.0,2,4.26,0,0.0
DLBC,47,ENSG00000214107,MAGEB1,1,2.13,0,0.0,1,2.13,0,0.0
DLBC,47,ENSG00000234068,PAGE2,1,2.13,1,2.13,1,2.13,1,2.13
DLBC,47,ENSG00000238269,PAGE2B,1,2.13,1,2.13,2,4.26,1,2.13
DLBC,47,ENSG00000117148,ACTL8,0,0.0,0,0.0,1,2.13,0,0.0
DLBC,47,ENSG00000126467,TSKS,0,0.0,0,0.0,1,2.13,0,0.0
DLBC,47,ENSG00000137090,DMRT1,0,0.0,0,0.0,1,2.13,0,0.0
DLBC,47,ENSG00000141096,DPEP3,0,0.0,0,0.0,1,2.13,0,0.0
DLBC,47,ENSG00000153060,TEKT5,0,0.0,0,0.0,1,2.13,0,0.0
DLBC,47,ENSG00000158639,PAGE5,0,0.0,0,0.0,1,2.13,0,0.0
DLBC,47,ENSG00000161860,SYCE2,0,0.0,0,0.0,1,2.13,0,0.0
DLBC,47,ENSG00000198759,EGFL6,0,0.0,0,0.0,2,4.26,0,0.0
ESCA,182,ENSG00000221867,MAGEA3,53,29.12,36,19.78,60,32.97,38,20.88
ESCA,182,ENSG00000197172,MAGEA6,47,25.82,27,14.84,54,29.67,32,17.58
ESCA,182,ENSG00000147381,MAGEA4,34,18.68,20,10.99,37,20.33,22,12.09
ESCA,182,ENSG00000185686,PRAME,29,15.93,12,6.59,37,20.33,12,6.59
ESCA,182,ENSG00000213401,MAGEA12,22,12.09,1,0.55,26,14.29,3,1.65
ESCA,182,ENSG00000117148,ACTL8,20,10.99,12,6.59,21,11.54,13,7.14
ESCA,182,ENSG00000123584,MAGEA9/MAGEA9B,18,9.89,6,3.3,21,11.54,7,3.85
ESCA,182,ENSG00000204019,CT83,18,9.89,2,1.1,28,15.38,2,1.1
ESCA,182,ENSG00000183305,MAGEA2/MAGEA2B,17,9.34,1,0.55,24,13.19,1,0.55
ESCA,182,ENSG00000006047,YBX2,15,8.24,3,1.65,19,10.44,2,1.1
ESCA,182,ENSG00000198681,MAGEA1,13,7.14,3,1.65,17,9.34,2,1.1
ESCA,182,ENSG00000188120,DAZ1,12,6.59,8,4.4,14,7.69,10,5.49
ESCA,182,ENSG00000269586,CT45A10,12,6.59,4,2.2,13,7.14,3,1.65
ESCA,182,ENSG00000099399,MAGEB2,10,5.49,5,2.75,12,6.59,3,1.65
ESCA,182,ENSG00000046774,MAGEC2,9,4.95,3,1.65,9,4.95,3,1.65
ESCA,182,ENSG00000170516,COX7B2,8,4.4,2,1.1,8,4.4,1,0.55
